"Year","Road.Type","Speed","Junction.Type","Brightness","Wind.Speed","Casualty.Class","Gender","Age","Damage","Severity"
"00","B",35,"4",61908,21,"P","M",21,13194.57,63
"99","M",48,"4",100316,6,"D","M",54,36045.98,31
"99","M",40,"2",63524,7,"O","M",50,33130.86,30
"02","M",43,"2",84500,38,"O","F",27,36271.33,50
"00","B",36,"2",27049,1,"O","M",55,11006.6,32
"99","M",52,"0",1904,8,"P","M",49,20338.88,30
"98","M",49,"3",111477,21,"D","M",53,37331.91,31
"01","A",55,"1",35038,32,"P","F",63,19795.54,38
"00","M",55,"3",48183,32,"D","F",33,37169.71,41
"01","U",41,"1",117949,21,"O","M",58,773.24,33
"99","A",46,"3",43234,3,"P","M",78,17424.68,65
"02","A",81,"2",65170,1,"O","M",52,16208.72,30
"99","U",47,"3",20566,3,"P","M",50,1226.47,30
"00","M",77,"2",46287,22,"D","F",53,21480.64,31
"99","U",82,"1",105371,19,"D","F",62,2087.06,37
"99","M",52,"0",85256,23,"D","M",25,25705.11,54
"99","A",79,"4",32255,1,"D","M",25,16894.4,54
"98","M",51,"2",9219,16,"O","M",27,27043.23,50
"98","A",42,"2",13883,24,"D","M",65,17273.05,41
"98","A",62,"2",25156,17,"D","M",79,17431.79,68
"98","M",47,"3",17228,36,"P","F",42,31875.94,32
"00","M",31,"2",112312,131.008699433878,"P","F",35,20871.4,38
"01","U",69,"4",72717,4,"D","M",32,2744.33,42
"02","B",64,"0",107803,16,"D","M",61,12461.17,36
"99","M",37,"4",58105,42,"P","F",28,34922.52,48
"01","M",71,"1",101458,24,"O","F",25,38939.41,54
"02","U",48,"0",6341,20,"P","M",41,632.97,33
"02","A",80,"4",88388,20,"P","F",31,19126.28,44
"00","C",68,"1",94291,21,"P","M",56,3053.41,32
"01","A",43,"4",54738,21,"P","M",25,18745.77,54
"00","C",81,"4",77855,22,"D","F",19,6073.42,68
"98","A",33,"1",21011,18,"D","M",33,16500.34,41
"00","M",51,"4",8547,8,"P","M",60,36503.37,35
"00","C",77,"3",38738,22,"P","F",65,6789.71,41
"02","M",65,"0",71792,24,"O","M",54,23431.22,31
"98","A",72,"3",16273,24,"D","F",45,19662.21,31
"99","M",70,"4",92509,10,"D","M",68,39065.02,45
"01","M",77,"4",12602,8,"O","M",53,34482.39,31
"02","C",63,"2",83410,7,"D","M",75,5100.04,58
"00","M",80,"2",111875,22,"P","M",32,26918.24,42
"00","M",58,"3",119949,12,"D","M",47,22079.55,30
"01","B",35,"1",92642,18,"O","M",71,14579.6,50
"01","C",36,"4",20546,25,"D","M",44,5890.44,31
"99","A",50,"2",116024,35,"D","F",23,15161.52,58
"00","M",87,"4",19072,23,"O","M",53,30067.84,31
"99","C",43,"1",20867,5,"P","M",70,5234.27,48
"01","C",35,"1",22992,23,"D","F",58,4687.14,33
"02","M",48,"0",8783,4,"P","M",66,34417.31,42
"98","M",39,"3",20292,25,"O","M",80,38831.73,70
"00","B",82,"1",60193,19,"P","F",78,10346.85,65
"01","M",85,"2",49013,18,"D","F",44,24684.99,31
"98","B",45,"4",74491,3,"D","M",32,12734.82,42
"01","C",33,"2",35558,25,"D","F",60,4205.56,35
"99","C",67,"2",53571,5,"D","M",30,3301.9,45
"98","M",64,"2",55749,5,"O","M",44,32605.96,31
"01","B",65,"2",48142,7,"O","M",49,11790.52,30
"99","C",69,"0",8875,26,"P","F",31,6389.71,44
"01","M",87,"3",85595,25,"P","M",79,25149.15,68
"02","M",34,"0",39879,9,"O","M",37,28222.2,36
"99","C",81,"3",13783,20,"O","F",64,9231.92,39
"99","A",67,"1",77328,26,"O","F",34,16074.24,39
"99","A",35,"0",16986,4,"O","M",25,15898.38,54
"00","A",55,"1",93309,5,"P","M",71,19350.49,50
"98","M",71,"1",88545,8,"P","M",38,25621.06,35
"98","C",78,"4",40069,5,"D","M",66,9487.69,42
"98","M",80,"1",107445,20,"O","F",44,34613.07,31
"99","M",49,"0",2064,8,"P","M",45,21635.73,31
"00","C",84,"3",48873,4,"D","M",38,7368.45,35
"98","M",61,"0",99170,15,"O","M",30,39300.11,45
"99","M",32,"1",36325,44,"O","F",61,28406.1,36
"01","M",42,"3",102003,14,"D","M",69,21886.06,47
"01","M",60,"1",58475,11,"D","M",28,36229.33,48
"01","M",80,"0",34154,20,"D","F",58,31217.61,33
"99","A",53,"4",6782,17,"D","M",54,19472.13,31
"98","M",83,"1",36201,16,"P","M",22,26436.57,60
"02","A",81,"4",112096,20,"D","F",67,18642.67,44
"01","M",35,"1",11308,42,"P","F",62,20615.21,37
"01","M",39,"0",20931,8,"D","M",34,35704.24,39
"01","M",80,"4",97503,20,"D","F",51,26293.58,30
"99","M",37,"1",40294,42,"O","F",31,22625.68,44
"00","M",32,"0",38493,138.362347194925,"D","M",62,27799,37
"98","M",65,"3",98893,8,"D","M",26,29390.29,52
"00","B",88,"4",113840,12,"D","M",31,10354.04,44
"99","M",58,"0",31677,12,"O","M",60,32844.4,35
"99","B",75,"0",48739,13,"D","M",47,10199.1,30
"99","M",54,"4",53997,14,"P","M",22,25940.38,60
"02","B",50,"0",81006,22,"D","M",32,13523.67,42
"00","U",63,"3",3218,28,"O","F",32,1674,42
"98","A",45,"4",25631,38,"O","F",18,19206.7,70
"02","M",38,"4",39099,9,"D","M",25,38916.2,54
"00","M",90,"3",58139,2,"O","M",33,28442.4,41
"02","U",41,"4",612,19,"O","M",64,914.85,39
"98","C",67,"2",88418,12,"D","M",37,9853.1,36
"00","B",48,"4",53082,36,"D","F",58,12861.72,33
"02","B",78,"2",8248,6,"P","M",59,13617.1,34
"02","M",55,"1",61825,32,"D","F",18,39018.54,70
"00","C",88,"2",32327,2,"D","M",67,4039.33,44
"02","A",47,"2",30604,36,"P","F",24,19625.13,56
"02","M",50,"2",102912,19,"D","M",63,31233.12,38
"00","M",42,"0",104728,39,"D","F",25,36045.93,54
"01","B",51,"1",23971,21,"O","M",55,12923.83,32
"00","M",41,"3",2788,40,"D","F",65,38717.78,41
"00","C",44,"0",8637,5,"P","M",66,3464.15,42
"01","M",66,"2",32961,27,"P","F",64,33524.65,39
"98","M",60,"0",67808,30,"O","F",42,32177.81,32
"98","M",41,"4",87282,40,"P","F",72,39728.74,52
"98","M",39,"3",48598,40,"P","F",74,32307.83,56
"99","B",80,"3",5671,20,"O","F",42,13229.01,32
"98","M",46,"2",17008,5,"P","M",74,34138.56,56
"98","M",40,"4",87638,40,"O","F",52,36776.99,30
"99","M",58,"1",30432,15,"D","M",79,38793.7,68
"99","C",37,"2",61503,42,"D","F",19,3370.97,68
"02","B",31,"2",113634,135.960278406274,"O","F",74,12790.01,56
"98","C",68,"3",47844,26,"P","F",62,6052.51,37
"00","M",33,"2",89589,8,"P","M",35,25308.13,38
"02","C",31,"1",84231,44,"P","F",61,9086.54,36
"98","M",37,"3",46853,12,"D","M",47,33779.15,30
"98","C",54,"0",2375,21,"P","M",21,8176.61,63
"01","M",50,"4",26099,35,"P","F",33,29345.82,41
"98","C",71,"4",91689,4,"D","M",76,3568.95,60
"00","M",31,"1",4854,8,"O","M",59,28131.37,34
"98","M",50,"3",64601,4,"P","M",30,27513.26,45
"99","M",86,"1",84528,17,"D","F",57,27652.06,33
"02","M",34,"1",23974,4,"O","M",63,27323.81,38
"00","M",31,"1",61785,44,"O","F",66,24448.83,42
"00","A",36,"4",87756,24,"O","M",41,19536.35,33
"01","A",37,"4",52611,21,"O","M",43,19331.65,32
"98","M",34,"1",84212,43,"P","F",50,31571.83,30
"99","M",69,"0",19377,22,"D","M",62,20778.67,37
"01","M",68,"3",101590,26,"P","F",75,22759.31,58
"98","M",31,"1",112114,12,"P","M",69,35210.62,47
"99","C",69,"0",62522,3,"O","M",75,6368.48,58
"98","M",76,"1",3715,19,"D","M",57,26307.2,33
"01","U",68,"1",81919,15,"O","M",22,542.97,60
"00","A",55,"3",47607,6,"P","M",44,18357.28,31
"98","C",42,"1",112346,39,"O","F",18,8078.16,70
"01","C",48,"0",11029,9,"O","M",28,5156.59,48
"98","C",47,"2",48590,135.74496706482,"P","F",66,5659.91,42
"99","A",79,"4",99600,20,"O","F",53,15238.79,31
"98","M",87,"0",118714,16,"D","F",35,37963.04,38
"02","B",64,"0",78366,28,"D","F",18,14251.47,70
"98","C",40,"3",100432,3,"P","M",73,5153.04,54
"00","M",83,"0",1569,18,"P","F",39,23582.45,34
"99","M",39,"0",8339,2,"P","M",80,24736.91,70
"01","M",32,"3",13697,5,"O","M",23,25819.79,58
"01","A",36,"0",24120,42,"O","F",68,17987.16,45
"01","M",44,"4",52892,10,"P","M",30,20621.97,45
"02","C",45,"1",111167,38,"P","F",69,7727.39,47
"02","M",59,"2",527,7,"D","M",71,24796.97,50
"98","M",47,"2",9808,8,"P","M",37,23280.91,36
"00","M",46,"2",52757,37,"O","F",36,27357.41,37
"99","U",64,"0",6210,28,"P","F",21,1418.89,63
"99","C",85,"4",69931,18,"P","F",26,7955.89,52
"99","B",47,"1",109806,36,"D","F",50,14225.89,30
"99","M",85,"3",18502,17,"D","M",59,21033.13,34
"02","M",82,"1",67615,9,"D","M",55,20008.03,32
"99","U",87,"3",12059,16,"O","F",68,1860.02,45
"98","A",50,"2",13175,35,"D","F",41,15021.07,33
"99","C",85,"1",40059,18,"D","F",52,4957.26,30
"01","B",35,"1",103780,42,"O","F",53,14129.45,31
"02","C",30,"1",110410,45,"D","F",26,8322.34,52
"02","C",41,"2",2782,19,"O","M",20,5943.14,65
"01","M",38,"1",87279,6,"O","M",19,38683.28,68
"98","M",87,"0",479,16,"P","F",21,20692.13,63
"98","M",41,"0",44943,40,"O","F",23,37878.72,58
"99","C",61,"0",61691,2,"O","M",76,3971.24,60
"02","C",80,"0",90471,20,"O","F",28,3923.32,48
"99","C",58,"0",5634,18,"P","M",66,3936.96,42
"00","M",69,"4",30472,26,"O","F",31,37750.84,44
"98","C",75,"2",23563,22,"D","F",32,3584.26,42
"98","M",85,"0",37668,11,"D","M",55,21016.34,32
"99","B",84,"1",116816,12,"D","M",24,11011.83,56
"00","B",78,"3",19865,21,"P","F",76,12577.98,60
"99","M",60,"0",43157,30,"D","F",63,25486.64,38
"02","M",72,"2",32379,24,"O","F",70,32917.8,48
"98","M",54,"3",88787,16,"P","M",58,26038.18,33
"02","U",82,"2",96493,19,"D","F",79,647.86,68
"98","C",38,"2",43516,41,"P","F",65,9234.36,41
"01","A",31,"2",44171,23,"D","M",62,18993.69,37
"98","M",54,"0",3629,15,"O","M",69,28060.12,47
"00","U",35,"4",106690,14,"D","M",64,1900.78,39
"98","C",35,"3",88123,14,"O","M",24,8446.64,56
"98","M",37,"4",79240,13,"P","M",24,25952.82,56
"02","M",64,"3",21328,28,"O","F",47,30551.43,30
"98","M",80,"4",76643,20,"D","F",42,36714.35,32
"00","A",35,"0",6656,42,"P","F",72,19134.79,52
"00","M",48,"1",44625,36,"O","F",61,37779.39,36
"00","C",85,"4",70017,7,"D","M",76,7997.46,60
"02","C",68,"2",93459,1,"D","M",78,6591.96,65
"01","C",80,"0",6765,20,"P","F",30,5288.81,45
"02","M",34,"1",69431,43,"D","F",52,24219.18,30
"98","M",58,"4",50253,6,"P","M",72,27353,52
"99","M",78,"2",63856,21,"P","F",26,34888.97,52
"00","M",76,"2",29378,22,"D","F",46,34246.08,30
"00","U",75,"0",18650,19,"O","M",40,1674.66,33
"00","C",85,"3",46411,1,"D","M",32,6144.28,42
"02","C",63,"2",83610,28,"P","F",75,5146.06,58
"98","C",57,"2",76764,32,"P","F",44,3652.95,31
"98","C",64,"4",56887,23,"O","M",56,6208.58,32
"98","A",40,"4",5061,40,"P","F",62,19717.4,37
"99","M",37,"1",116189,8,"D","M",67,36491.96,44
"98","M",30,"3",118469,3,"O","M",26,31004.79,52
"99","M",78,"4",35971,22,"D","M",69,34183.44,47
"01","B",43,"3",40485,4,"O","M",64,11528.86,39
"99","M",73,"3",31938,24,"P","F",45,32199.22,31
"99","U",58,"3",45724,31,"O","F",59,2405.58,34
"00","C",50,"2",47694,4,"P","M",80,9232.65,70
"98","U",60,"1",119378,13,"P","M",23,671.89,58
"98","C",46,"4",81137,14,"P","M",63,7749.74,38
"02","M",53,"0",44576,10,"O","M",48,27177.63,30
"02","U",87,"1",57283,19,"D","M",59,2301.35,34
"00","U",84,"2",99670,18,"P","F",74,1947.63,56
"01","M",85,"2",101629,1,"D","M",44,22122.89,31
"99","M",42,"1",90655,22,"P","M",40,23121.8,33
"01","M",34,"4",94752,4,"O","M",36,30844.31,37
"01","C",74,"0",25729,23,"O","F",77,7721.03,63
"00","M",40,"3",7838,40,"D","F",70,31228.6,48
"02","M",90,"3",75656,15,"D","F",76,29430.31,60
"98","M",77,"3",103363,20,"D","M",65,25170.01,41
"99","C",83,"4",49025,17,"D","M",55,9005.97,32
"98","C",69,"1",35301,19,"O","M",42,4698.85,32
"02","C",52,"4",113182,34,"D","F",56,8339.65,32
"00","B",43,"0",53581,24,"D","M",78,12880.2,65
"02","M",90,"4",32673,15,"P","F",76,24711.19,60
"99","B",73,"3",85452,24,"D","F",43,12917.37,32
"98","C",54,"2",51922,33,"D","F",77,5021.41,63
"00","M",42,"2",94730,8,"D","M",73,38900.89,54
"01","M",43,"0",86659,8,"O","M",76,22577.91,60
"00","M",86,"0",113913,17,"O","F",70,32626.28,48
"02","M",52,"2",93270,34,"D","F",77,23069,63
"01","M",32,"1",43455,44,"O","F",53,34102.2,31
"00","A",88,"3",33050,16,"P","F",80,17722.46,70
"02","U",75,"3",106435,11,"P","M",23,1245.56,58
"98","A",86,"3",53209,10,"O","M",38,17453.7,35
"00","M",42,"2",101524,39,"P","F",32,30968.89,42
"99","U",59,"2",62545,4,"D","M",64,2454.99,39
"01","M",63,"3",2787,24,"P","M",47,29509.46,30
"01","U",78,"1",53592,3,"O","M",28,1321.64,48
"02","M",62,"2",116020,29,"D","F",18,23439.52,70
"02","C",65,"4",73214,28,"P","F",48,7971.12,30
"02","M",64,"3",60429,6,"P","M",47,39951.31,30
"98","M",58,"4",12861,31,"D","F",22,35173.5,60
"01","M",60,"4",98005,30,"O","F",30,33202.09,45
"02","B",78,"2",16115,21,"O","F",48,11615.85,30
"00","M",64,"0",18986,136.506044969428,"D","F",58,32687.43,33
"02","C",62,"3",56428,5,"D","M",52,4048.87,30
"01","C",64,"3",29910,7,"P","M",19,6038.84,68
"02","C",68,"4",113985,26,"O","F",70,5567.72,48
"99","M",61,"2",77791,10,"P","M",45,36554.24,31
"02","C",44,"2",77767,38,"D","F",66,8273.86,42
"01","A",70,"1",99520,7,"P","M",32,19614.65,42
"01","B",61,"4",22087,17,"O","M",78,13606.39,65
"99","U",47,"1",31621,36,"O","F",57,2243.66,33
"01","M",77,"2",81442,19,"D","M",34,38077.7,39
"98","M",75,"1",88319,13,"P","M",50,29317.33,30
"99","M",44,"4",116406,38,"P","F",51,27257.78,30
"02","M",84,"2",88457,18,"O","F",42,36472.11,32
"01","M",63,"0",941,24,"P","M",65,36787.57,41
"99","M",45,"0",79202,18,"D","M",54,24119.4,31
"01","U",78,"3",90230,22,"O","M",25,2126.49,54
"00","M",47,"3",47496,36,"D","F",75,34707.25,58
"99","M",31,"2",119542,3,"O","M",46,28566.39,30
"99","C",52,"3",30518,34,"D","F",54,3499.31,31
"02","M",34,"0",7817,4,"P","M",25,23507.12,54
"98","M",89,"1",57962,2,"D","M",43,26387.46,32
"01","C",57,"3",83040,32,"O","F",26,8979.05,52
"02","M",81,"3",58097,20,"O","F",69,37674.89,47
"01","U",34,"4",16955,12,"O","M",73,2349.04,54
"00","M",48,"1",28559,36,"D","F",66,39917.53,42
"00","A",85,"1",33053,18,"P","F",59,15880.26,34
"98","M",42,"4",42838,16,"D","M",32,32131.61,42
"02","M",51,"4",94246,34,"O","F",18,30789.11,70
"02","C",34,"4",37462,43,"P","F",72,4410.29,52
"98","M",34,"2",111699,43,"O","F",62,24536.76,37
"01","C",37,"2",75107,9,"D","M",32,6222.77,42
"00","B",42,"3",60149,8,"D","M",67,11974.37,44
"01","U",88,"1",76778,16,"P","F",31,839.46,44
"98","A",36,"0",1960,42,"P","F",55,19938.71,32
"01","U",59,"0",40400,30,"O","F",27,1693.62,50
"99","B",32,"1",116797,44,"O","F",63,13417.32,38
"98","M",42,"1",95517,3,"D","M",64,21590.46,39
"02","M",57,"2",67210,32,"O","F",47,34152.8,30
"02","A",53,"0",56954,20,"D","M",37,19025.17,36
"00","M",31,"2",103134,2,"D","M",36,27330.74,37
"99","U",73,"0",1863,24,"P","F",45,2283.71,31
"01","C",41,"1",56372,10,"D","M",41,5397.84,33
"99","M",44,"4",45979,19,"O","M",35,23495.82,38
"02","C",77,"4",110814,22,"P","F",63,5423.52,38
"02","M",45,"2",78293,24,"D","M",40,39663.52,33
"98","M",56,"0",113616,16,"D","M",19,28701.75,68
"00","M",66,"2",81923,27,"D","F",18,31952.9,70
"01","M",71,"3",110033,24,"D","F",50,22917.45,30
"98","B",50,"4",7809,35,"P","F",29,11444.54,47
"99","C",78,"3",5842,21,"P","F",31,8281.13,44
"00","U",78,"0",2393,21,"P","F",74,1508.69,56
"01","A",83,"4",62827,18,"P","F",24,18205.54,56
"00","A",75,"3",70893,15,"P","M",53,18466.05,31
"00","B",88,"1",60236,15,"P","M",73,14375.15,54
"01","A",68,"0",70370,4,"O","M",67,15522.51,44
"01","B",54,"1",87599,33,"D","F",74,12956.4,56
"00","M",84,"0",4662,139.465729959775,"P","F",58,21814.62,33
"00","C",81,"1",25396,33,"D","F",43,4409.9,32
"00","B",64,"2",92660,28,"O","F",31,13851.18,44
"01","A",41,"2",37663,40,"D","F",48,17428.84,30
"01","M",37,"4",91700,42,"D","F",52,26636.87,30
"02","M",31,"3",83108,22,"D","M",30,20816.84,45
"02","A",40,"1",10861,40,"O","F",77,16577.78,63
"00","M",87,"1",72392,3,"P","M",76,26909.01,60
"98","U",58,"2",76687,17,"O","M",79,1826.2,68
"99","M",36,"1",29286,42,"O","F",78,21471.2,65
"02","M",79,"2",12126,20,"D","F",21,33293.57,63
"99","A",81,"2",106746,13,"D","M",50,18342.3,30
"98","M",59,"4",94301,30,"P","F",30,34883.76,45
"00","B",82,"1",19563,19,"P","F",31,10298.66,44
"00","M",60,"1",95342,8,"D","M",56,28923.26,32
"02","M",71,"4",68255,24,"P","F",67,28940.81,44
"99","A",88,"0",72867,16,"D","F",50,18132.79,30
"98","C",90,"3",42720,17,"O","M",73,5029.45,54
"99","M",85,"2",70179,18,"O","F",59,34321.11,34
"98","A",56,"4",80279,32,"O","F",28,16677.03,48
"00","M",35,"2",59581,42,"P","F",37,23331.67,36
"00","M",90,"2",37511,8,"P","M",54,28983.62,31
"99","C",34,"1",89196,43,"D","F",60,9462.96,35
"00","M",59,"4",102980,19,"P","M",19,21893.96,68
"01","M",44,"1",113582,8,"O","M",68,23726.41,45
"00","M",66,"3",18208,27,"P","F",47,26393.21,30
"99","M",35,"1",61623,42,"O","F",72,25317.09,52
"00","C",47,"1",46116,13,"P","M",29,7732.7,47
"02","B",37,"2",30578,42,"P","F",24,12723.8,56
"99","M",82,"1",68762,24,"D","M",75,27058.85,58
"01","C",41,"1",25630,44,"D","F",38,3927.16,35
"01","U",74,"1",114576,2,"O","M",35,1708.52,38
"01","A",36,"3",115408,42,"P","F",43,18106.02,32
"01","A",76,"4",83704,22,"D","F",51,18302.62,30
"98","M",39,"4",51075,40,"P","F",23,26066.12,58
"01","M",77,"2",21810,17,"O","M",31,39734.39,44
"01","M",85,"2",85796,18,"D","F",56,25585.81,32
"02","C",88,"3",19899,7,"O","M",32,4669.99,42
"99","M",72,"2",74874,3,"O","M",46,27003.47,30
"02","A",40,"1",111670,10,"P","M",60,16915.41,35
"02","B",80,"2",51350,20,"D","F",56,11282.81,32
"00","M",74,"0",9332,23,"O","F",64,28011.51,39
"98","M",62,"4",46054,29,"O","F",35,33163.92,38
"98","U",51,"0",93078,34,"O","F",77,889.81,63
"02","M",90,"4",98092,23,"D","M",56,31983.09,32
"99","B",83,"1",32882,18,"P","F",28,11277.06,48
"00","M",61,"2",108840,22,"O","M",59,39900.16,34
"98","M",82,"4",88795,19,"O","F",27,24316.32,50
"02","M",67,"2",31322,5,"O","M",55,29684.29,32
"01","A",61,"4",103925,24,"D","M",48,16500.52,30
"01","A",76,"1",114731,22,"D","F",37,19329.35,36
"02","M",57,"1",25009,32,"O","F",29,39202.51,47
"99","M",79,"4",82300,20,"P","F",27,30098.79,50
"99","A",67,"1",72489,26,"P","F",43,19299.91,32
"02","B",58,"1",58300,31,"P","F",24,11780.9,56
"01","M",71,"4",52856,24,"O","F",68,32813.6,45
"00","M",43,"4",37706,38,"O","F",39,30941.79,34
"02","M",82,"0",89379,19,"D","F",41,21596.77,33
"98","B",53,"0",35800,34,"O","F",58,11900.59,33
"00","M",53,"2",82461,34,"D","F",36,32303.07,37
"00","M",60,"3",86970,10,"O","M",65,32926.8,41
"01","C",57,"2",100281,9,"O","M",38,4144.67,35
"00","C",64,"4",92463,12,"P","M",22,9848.22,60
"02","M",78,"0",117729,12,"O","M",54,28430.09,31
"99","M",43,"4",102753,21,"O","M",53,21815.41,31
"01","M",66,"4",99561,6,"O","M",37,23600.71,36
"02","U",71,"4",88878,24,"D","F",38,2853.86,35
"01","M",37,"2",114632,7,"O","M",70,21623.69,48
"98","M",39,"1",37694,40,"O","F",29,34024.69,47
"98","A",78,"4",72271,7,"O","M",33,16205.64,41
"98","U",58,"4",22827,7,"D","M",56,2034.46,32
"00","M",86,"0",111147,2,"O","M",42,22160.49,32
"02","M",45,"1",117846,7,"P","M",62,26564.37,37
"02","U",34,"4",24041,16,"O","M",73,923.22,54
"00","C",89,"0",87962,26,"D","F",25,9935.36,54
"01","B",67,"0",59902,12,"D","M",32,14227.46,42
"00","B",86,"2",75780,17,"O","F",77,13597.7,63
"99","M",86,"1",69304,17,"O","F",26,33534.31,52
"01","M",39,"3",72156,16,"P","M",64,22284,39
"99","C",53,"1",84405,25,"P","M",29,5024.16,47
"98","C",75,"0",23293,2,"D","M",35,4048.98,38
"98","B",89,"1",95313,19,"P","M",53,14355.7,31
"02","C",88,"2",100148,7,"D","M",77,8306.6,63
"01","M",88,"4",95308,7,"D","M",49,27959.96,30
"99","M",53,"3",52278,34,"O","F",39,20519.78,34
"98","M",49,"4",101373,36,"D","F",23,30716.08,58
"02","M",57,"3",76454,8,"D","M",76,27446.26,60
"00","C",35,"3",112747,42,"P","F",26,3537.32,52
"99","A",60,"0",9794,30,"P","F",65,15205.24,41
"00","M",77,"4",35186,22,"P","F",64,21890.29,39
"01","M",76,"2",8567,11,"D","M",61,29372.65,36
"00","M",78,"4",109193,21,"D","F",62,35742.35,37
"02","A",63,"2",75017,28,"O","F",79,16772.12,68
"02","M",33,"2",110763,44,"O","F",72,34895.85,52
"02","M",69,"2",25078,11,"P","M",80,24623.66,70
"01","M",84,"3",32979,9,"D","M",64,25399.05,39
"01","M",64,"0",20468,20,"O","M",57,24822.16,33
"01","M",61,"0",71650,19,"D","M",20,20617.58,65
"01","M",56,"0",6304,22,"P","M",66,22953.62,42
"00","A",63,"0",117468,28,"O","F",35,16247.03,38
"02","B",33,"3",105547,5,"D","M",67,12887.5,44
"00","M",85,"0",692,9,"P","M",31,33656.9,44
"02","B",53,"1",75137,34,"P","F",43,13803.55,32
"00","C",66,"1",96353,7,"O","M",48,6014.35,30
"98","A",86,"3",68984,17,"O","F",54,17896.53,31
"00","M",31,"4",112584,24,"O","M",36,37133.02,37
"01","U",60,"2",65068,30,"O","F",72,994.85,52
"02","M",32,"0",8799,18,"P","M",35,31024.73,38
"01","B",84,"0",65394,3,"D","M",64,14621.14,39
"98","M",49,"3",91529,36,"P","F",25,23665.05,54
"02","M",71,"4",53950,20,"O","M",51,37548.58,30
"01","B",56,"4",118471,32,"D","F",71,10529.97,50
"00","A",51,"2",32781,19,"P","M",59,19412.83,34
"00","C",86,"4",30268,39,"D","F",48,8982.47,30
"01","C",37,"0",73640,41,"D","F",65,3683.84,41
"02","C",43,"3",116110,12,"D","M",68,3505.25,45
"98","B",69,"3",57128,26,"D","F",22,10035.24,60
"00","M",74,"3",545,23,"P","F",45,30809.48,31
"99","A",73,"0",3079,24,"P","F",43,16368.19,32
"00","C",86,"1",34814,17,"P","F",43,8494.16,32
"98","B",59,"2",17560,10,"P","M",29,14487.67,47
"00","C",89,"0",114626,21,"D","F",73,8723.3,54
"00","M",37,"2",21243,42,"O","F",75,35786.31,58
"01","B",73,"1",26504,24,"D","F",32,13879.27,42
"00","B",35,"0",65991,24,"O","M",28,10771.07,48
"02","C",86,"3",50305,23,"D","M",58,3561.34,33
"00","M",57,"1",116487,1,"D","M",47,33475.23,30
"02","M",68,"2",119526,9,"P","M",29,36682.54,47
"01","M",32,"4",11848,23,"P","M",70,36878.72,48
"00","A",72,"1",81415,24,"D","F",22,19511.06,60
"99","M",84,"2",61397,11,"P","M",49,29780.69,30
"01","U",69,"2",64920,24,"P","M",24,2895.34,56
"01","U",76,"0",119222,22,"O","F",56,2911.89,32
"02","C",37,"4",78524,12,"D","M",48,5705.76,30
"99","U",83,"4",17280,3,"P","M",61,1768.85,36
"98","M",78,"4",58290,14,"O","M",55,34543.6,32
"98","C",47,"0",9690,36,"D","F",54,6620.52,31
"00","C",85,"1",74943,42,"D","F",37,9940.54,36
"00","C",76,"4",9754,22,"P","F",18,3822.59,70
"02","B",74,"0",651,11,"P","M",39,14544.05,34
"98","M",65,"1",116486,28,"O","F",52,22984.11,30
"99","M",46,"2",80009,37,"O","F",55,24843.76,32
"99","B",57,"1",102332,17,"P","M",35,11957.93,38
"00","M",73,"3",111945,24,"D","F",66,23737.38,42
"98","A",41,"2",46029,20,"D","M",49,18587.45,30
"01","U",51,"3",98665,139.554963533301,"D","F",65,1920.87,41
"02","C",45,"0",119142,21,"O","M",47,8029.57,30
"00","M",48,"0",29115,6,"D","M",34,30090.96,39
"99","M",70,"4",70843,13,"D","M",40,23104.13,33
"00","U",77,"2",29742,22,"O","F",35,859.21,38
"02","A",35,"2",37840,12,"O","M",63,19330.34,38
"98","M",43,"0",9129,10,"P","M",44,35274.78,31
"01","M",48,"2",87827,36,"D","F",52,32507.65,30
"00","M",34,"3",92691,17,"P","M",69,22046.94,47
"02","M",66,"2",78247,20,"P","M",46,38965.02,30
"01","C",39,"1",77828,44,"D","F",48,8188.3,30
"00","A",37,"4",109359,18,"O","M",54,19527.2,31
"00","M",42,"1",69002,39,"O","F",77,24228.73,63
"01","M",90,"3",45557,15,"O","F",35,20542.65,38
"01","C",43,"2",21618,10,"O","M",80,6953.78,70
"01","B",75,"1",35474,22,"O","F",73,14913.05,54
"01","C",63,"3",84363,21,"P","M",27,3161.78,50
"02","M",42,"1",26483,39,"O","F",68,25885.43,45
"98","M",36,"1",102965,42,"P","F",46,25430.34,30
